time_millisec,led11,led12,led13,label,time counter
2373,55694,133182,236154,1,
2382,55514,133670,236272,1,
2394,55334,134158,236390,1,
2404,55154,134646,236508,1,
2413,54974,135134,236626,1,
2423,54794,135622,236744,1,
2435,54614,136110,236862,1,
2444,54434,136598,236980,1,
2453,54254,137086,237098,1,
2463,54074,137574,237216,1,
2475,53894,138062,237334,1,
2492,53714,138550,237452,1,
2495,53534,139038,237570,1,
2513,53354,139526,237688,1,
2521,53174,140014,237806,1,
2535,52994,140502,237924,1,
2543,52814,140990,238042,1,
2554,52634,141478,238160,1,
2562,52454,141966,238278,1,
2574,52274,142454,238396,1,
2582,52094,142942,238514,1,
2593,51914,143430,238632,1,
2602,51734,143918,238750,1,
2614,51554,144406,238868,1,
2623,51374,144894,238986,1,
2633,51194,145382,239104,1,
2641,51014,145870,239222,1,
2654,50834,146358,239340,1,
2662,50654,146846,239458,1,
2671,50474,147334,239576,1,
2676,50294,147822,239694,1,
2692,50114,148310,239812,1,
2695,49934,148798,239930,1,
2704,49754,149286,240048,1,
2712,49574,149774,240166,1,
2723,49394,150262,240284,1,
2734,49214,150750,240402,1,
2744,49034,151238,240520,1,
2753,48854,151726,240638,1,
2761,48674,152214,240756,1,
2772,48494,152702,240874,1,
2783,48314,153190,240992,1,
2791,48134,153678,241110,1,
2800,47954,154166,241228,1,
2812,47774,154654,241346,1,
2822,47594,155142,241464,1,
2831,47414,155630,241582,1,
2841,47234,156118,241700,1,
2852,47054,156606,241818,1,
2860,46874,157094,241936,1,
2871,46694,157582,242054,1,
2882,46514,158070,242172,1,
2893,46334,158558,242290,1,
2904,46154,159046,242408,1,
2914,45974,159534,242526,1,
2924,45794,160022,242644,1,
2936,45614,160510,242762,1,
2944,45434,160998,242880,1,
2956,45254,161486,242998,1,
2966,45074,161974,243116,1,
2975,44894,162462,243234,1,
2985,44714,162950,243352,1,
2998,44534,163438,243470,1,
3012,44225,164459,243788,1,
3016,44406,164550,243530,1,
3033,44587,164641,243272,1,
3037,44768,164732,243014,1,
3052,44949,164823,242756,1,
3055,45130,164914,242498,1,
3071,45311,165005,242240,1,
3075,45492,165096,241982,1,
3085,45673,165187,241724,1,
3094,45854,165278,241466,1,
3105,46035,165369,241208,1,
3115,46216,165460,240950,1,
3126,46397,165551,240692,1,
3135,46578,165642,240434,1,
3145,46759,165733,240176,1,
3156,46940,165824,239918,1,
3166,47121,165915,239660,1,
3174,47302,166006,239402,1,
3185,47483,166097,239144,1,
3195,47664,166188,238886,1,
3205,47845,166279,238628,1,
3214,48026,166370,238370,1,
3223,48207,166461,238112,1,
3235,48388,166552,237854,1,
3245,48569,166643,237596,1,
3253,48750,166734,237338,1,
3263,48931,166825,237080,1,
3275,49112,166916,236822,1,
3285,49293,167007,236564,1,
3293,49474,167098,236306,1,
3300,49655,167189,236048,1,
3306,49836,167280,235790,1,
3317,50017,167371,235532,1,
3323,50198,167462,235274,1,
3332,50379,167553,235016,1,
3338,50560,167644,234758,1,
3352,50741,167735,234500,1,
3358,50922,167826,234242,1,
3375,51103,167917,233984,1,
3379,51284,168008,233726,1,
3393,51465,168099,233468,1,
3398,51646,168190,233210,1,
3415,51827,168281,232952,1,
3419,52008,168372,232694,1,
3433,52189,168463,232436,1,
3438,52370,168554,232178,1,
3455,52551,168645,231920,1,
3459,52732,168736,231662,1,
3474,52913,168827,231404,1,
3478,53094,168918,231146,1,
3495,53275,169009,230888,1,
3497,53456,169100,230630,1,
3514,53637,169191,230372,1,
3518,53818,169282,230114,1,
3535,53999,169373,229856,1,
3539,54180,169464,229598,1,
3554,54361,169555,229340,1,
3559,54542,169646,229082,1,
3574,54723,169737,228824,1,
3579,54904,169828,228566,1,
3593,55085,169919,228308,1,
3599,55266,170010,228050,1,
3614,55447,170101,227792,1,
3619,55628,170192,227534,1,
3634,55809,170283,227276,1,
3639,55990,170374,227018,1,
3654,56171,170465,226760,1,
3659,56352,170556,226502,1,
3674,56533,170647,226244,1,
3679,56714,170738,225986,1,
3695,56895,170829,225728,1,
3699,57076,170920,225470,1,
3715,57257,171011,225212,1,
3720,57438,171102,224954,1,
3734,57619,171193,224696,1,
3740,57800,171284,224438,1,
3754,57981,171375,224180,1,
3759,58162,171466,223922,1,
3774,58343,171557,223664,1,
3779,58524,171648,223406,1,
3796,58705,171739,223148,1,
3799,58886,171830,222890,1,
3815,59067,171921,222632,1,
3819,59248,172012,222374,1,
3835,59429,172103,222116,1,
3840,59610,172194,221858,1,
3855,59791,172285,221600,1,
3860,59972,172376,221342,1,
3876,60153,172467,221084,1,
3879,60334,172558,220826,1,
3894,60515,172649,220568,1,
3901,60696,172740,220310,1,
3915,60877,172831,220052,1,
3920,61058,172922,219794,1,
3935,61239,173013,219536,1,
3940,61420,173104,219278,1,
3955,61601,173195,219020,1,
3960,61782,173286,218762,1,
3974,61963,173377,218504,1,
3980,62371,173590,218082,1,
3995,62576,173036,218469,1,
4000,62781,172482,218856,1,
4014,62986,171928,219243,2,4015
4020,63191,171374,219630,2,
4035,63396,170820,220017,2,
4040,63601,170266,220404,2,
4055,63806,169712,220791,2,
4061,64011,169158,221178,2,
4075,64216,168604,221565,2,
4080,64421,168050,221952,2,
4095,64626,167496,222339,2,
4100,64831,166942,222726,2,
4116,65036,166388,223113,2,
4120,65241,165834,223500,2,
4135,65446,165280,223887,2,
4140,65651,164726,224274,2,
4156,65856,164172,224661,2,
4161,66061,163618,225048,2,
4175,66266,163064,225435,2,
4181,66471,162510,225822,2,
4196,66676,161956,226209,2,
4201,66881,161402,226596,2,
4216,67086,160848,226983,2,
4220,67291,160294,227370,2,
4236,67496,159740,227757,2,
4240,67701,159186,228144,2,
4256,67906,158632,228531,2,
4260,68111,158078,228918,2,
4276,68316,157524,229305,2,
4281,68521,156970,229692,2,
4296,68726,156416,230079,2,
4300,68931,155862,230466,2,
4316,69136,155308,230853,2,
4321,69341,154754,231240,2,
4336,69546,154200,231627,2,
4341,69751,153646,232014,2,
4355,69956,153092,232401,2,
4361,70161,152538,232788,2,
4375,70366,151984,233175,2,
4381,70571,151430,233562,2,
4396,70776,150876,233949,2,
4402,70981,150322,234336,2,
4416,71186,149768,234723,2,
4421,71391,149214,235110,2,
4437,71596,148660,235497,2,
4442,71801,148106,235884,2,
4456,72006,147552,236271,2,
4462,72211,146998,236658,2,
4476,72416,146444,237045,2,
4481,72621,145890,237432,2,
4497,72826,145336,237819,2,
4500,73031,144782,238206,2,
4517,73236,144228,238593,2,
4523,73441,143674,238980,2,
4537,73646,143120,239367,2,
4542,73851,142566,239754,2,
4557,74056,142012,240141,2,
4562,74261,141458,240528,2,
4577,74466,140904,240915,2,
4583,74671,140350,241302,2,
4597,74876,139796,241689,2,
4603,75081,139242,242076,2,
4616,75286,138688,242463,2,
4623,75491,138134,242850,2,
4637,75696,137580,243237,2,
4642,75901,137026,243624,2,
4658,76106,136472,244011,2,
4663,76311,135918,244398,2,
4678,76516,135364,244785,2,
4683,76721,134810,245172,2,
4697,76926,134256,245559,2,
4702,77131,133702,245946,2,
4718,77336,133148,246333,2,
4723,77541,132594,246720,2,
4737,77746,132040,247107,2,
4743,77951,131486,247494,2,
4758,78156,130932,247881,2,
4763,78361,130378,248268,2,
4778,78566,129824,248655,2,
4783,78771,129270,249042,2,
4798,78976,128716,249429,2,
4803,79181,128162,249816,2,
4817,79386,127608,250203,2,
4823,79591,127054,250590,2,
4838,79796,126500,250977,2,
4843,80001,125946,251364,2,
4857,80206,125392,251751,2,
4863,80411,124838,252138,2,
4878,80616,124284,252525,2,
4883,80821,123730,252912,2,
4897,81026,123176,253299,2,
4903,81231,122622,253686,2,
4917,81436,122068,254073,2,
4923,81641,121514,254460,2,
4937,81846,120960,254847,2,
4943,82051,120406,255234,2,
4958,82256,119852,255621,2,
4963,82461,119298,256008,2,
4977,82918,118237,256790,2,
4982,82823,118212,256571,2,
4997,82728,118187,256352,2,
5004,82633,118162,256133,2,
5017,82538,118137,255914,2,
5022,82443,118112,255695,2,
5038,82348,118087,255476,2,
5043,82253,118062,255257,2,
5059,82158,118037,255038,2,
5064,82063,118012,254819,2,
5077,81968,117987,254600,2,
5082,81873,117962,254381,2,
5099,81778,117937,254162,2,
5104,81683,117912,253943,2,
5117,81588,117887,253724,2,
5123,81493,117862,253505,2,
5139,81398,117837,253286,2,
5144,81303,117812,253067,2,
5158,81208,117787,252848,2,
5164,81113,117762,252629,2,
5179,81018,117737,252410,2,
5184,80923,117712,252191,2,
5198,80828,117687,251972,2,
5204,80733,117662,251753,2,
5219,80638,117637,251534,2,
5224,80543,117612,251315,2,
5238,80448,117587,251096,2,
5244,80353,117562,250877,2,
5258,80258,117537,250658,2,
5264,80163,117512,250439,2,
5278,80068,117487,250220,2,
5284,79973,117462,250001,2,
5298,79878,117437,249782,2,
5304,79783,117412,249563,2,
5318,79688,117387,249344,2,
5324,79593,117362,249125,2,
5339,79498,117337,248906,2,
5344,79403,117312,248687,2,
5357,79308,117287,248468,2,
5363,79213,117262,248249,2,
5379,79118,117237,248030,2,
5385,79023,117212,247811,2,
5398,78928,117187,247592,2,
5404,78833,117162,247373,2,
5419,78738,117137,247154,2,
5425,78643,117112,246935,2,
5438,78548,117087,246716,2,
5443,78453,117062,246497,2,
5459,78358,117037,246278,2,
5464,78263,117012,246059,2,
5478,78168,116987,245840,2,
5484,78073,116962,245621,2,
5498,77978,116937,245402,2,
5504,77883,116912,245183,2,
5520,77788,116887,244964,2,
5525,77693,116862,244745,2,
5538,77598,116837,244526,2,
5545,77503,116812,244307,2,
5560,77408,116787,244088,2,
5565,77313,116762,243869,2,
5579,77218,116737,243650,2,
5585,77123,116712,243431,2,
5600,77028,116687,243212,2,
5606,76933,116662,242993,2,
5619,76838,116637,242774,2,
5625,76743,116612,242555,2,
5640,76648,116587,242336,2,
5646,76553,116562,242117,2,
5659,76458,116537,241898,2,
5665,76363,116512,241679,2,
5680,76268,116487,241460,2,
5686,76173,116462,241241,2,
5699,76078,116437,241022,2,
5705,75983,116412,240803,2,
5720,75888,116387,240584,2,
5726,75793,116362,240365,2,
5739,75698,116337,240146,2,
5744,75603,116312,239927,2,
5760,75508,116287,239708,2,
5766,75413,116262,239489,2,
5779,75318,116237,239270,2,
5785,75223,116212,239051,2,
5800,75128,116187,238832,2,
5805,75033,116162,238613,2,
5819,74938,116137,238394,2,
5827,74843,116112,238175,2,
5840,74748,116087,237956,2,
5846,74653,116062,237737,2,
5859,74558,116037,237518,2,
5867,74463,116012,237299,2,
5879,74368,115987,237080,2,
5886,74273,115962,236861,2,
5899,74178,115937,236642,2,
5907,74083,115912,236423,2,
5920,73988,115887,236204,2,
5926,73893,115862,235985,2,
5941,73798,115837,235766,2,
5947,73703,115812,235547,2,
5960,73608,115787,235328,2,
5966,73439,115773,234893,2,
5981,73300,116323,235030,2,
5987,73161,116873,235167,2,
5999,73022,117423,235304,2,
6005,72883,117973,235441,2,
6020,72744,118523,235578,2,
6027,72605,119073,235715,2,
6039,72466,119623,235852,2,
6045,72327,120173,235989,2,
6060,72188,120723,236126,2,
6066,72049,121273,236263,2,
6080,71910,121823,236400,2,
6085,71771,122373,236537,2,
6100,71632,122923,236674,2,
6106,71493,123473,236811,2,
6120,71354,124023,236948,2,
6128,71215,124573,237085,2,
6140,71076,125123,237222,2,
6146,70937,125673,237359,2,
6160,70798,126223,237496,2,
6168,70659,126773,237633,2,
6180,70520,127323,237770,2,
6190,70381,127873,237907,2,
6200,70242,128423,238044,2,
6210,70103,128973,238181,2,
6220,69964,129523,238318,2,
6230,69825,130073,238455,2,
6240,69686,130623,238592,2,
6250,69547,131173,238729,2,
6260,69408,131723,238866,2,
6270,69269,132273,239003,2,
6280,69130,132823,239140,2,
6290,68991,133373,239277,2,
6300,68852,133923,239414,2,
6310,68713,134473,239551,2,
6320,68574,135023,239688,2,
6330,68435,135573,239825,2,
6340,68296,136123,239962,2,
6350,68157,136673,240099,2,
6360,68018,137223,240236,2,
6370,67879,137773,240373,2,
6380,67740,138323,240510,2,
6390,67601,138873,240647,2,
6400,67462,139423,240784,2,
6410,67323,139973,240921,2,
6420,67184,140523,241058,2,
6430,67045,141073,241195,2,
6440,66906,141623,241332,2,
6450,66767,142173,241469,2,
6460,66628,142723,241606,2,
6470,66489,143273,241743,2,
6480,66350,143823,241880,2,
6490,66211,144373,242017,2,
6500,66072,144923,242154,2,
6510,65933,145473,242291,2,
6520,65794,146023,242428,2,
6530,65655,146573,242565,2,
6540,65516,147123,242702,2,
6550,65377,147673,242839,2,
6560,65238,148223,242976,2,
6570,65099,148773,243113,2,
6580,64960,149323,243250,2,
6590,64821,149873,243387,2,
6600,64682,150423,243524,2,
6610,64543,150973,243661,2,
6620,64404,151523,243798,2,
6630,64265,152073,243935,2,
6640,64126,152623,244072,2,
6650,63987,153173,244209,2,
6660,63848,153723,244346,2,
6670,63709,154273,244483,2,
6680,63570,154823,244620,2,
6690,63431,155373,244757,2,
6700,63292,155923,244894,2,
6710,63153,156473,245031,2,
6720,63014,157023,245168,2,
6730,62875,157573,245305,2,
6740,62736,158123,245442,2,
6750,62597,158673,245579,2,
6760,62458,159223,245716,2,
6770,62319,159773,245853,2,
6780,62180,160323,245990,2,
6790,62041,160873,246127,2,
6800,61902,161423,246264,2,
6810,61763,161973,246401,2,
6820,61624,162523,246538,2,
6830,61485,163073,246675,2,
6840,61346,163623,246812,2,
6850,61207,164173,246949,2,
6860,61068,164723,247086,2,
6870,60929,165273,247223,2,
6880,60790,165823,247360,2,
6890,60651,166373,247497,2,
6900,60512,166923,247634,2,
6910,60373,167473,247771,2,
6920,60234,168023,247908,2,
6930,60095,168573,248045,2,
6940,59956,169123,248182,2,
6950,59817,169673,248319,2,
6960,59588,170812,248648,2,
6970,59823,170162,248318,2,
6980,60058,169512,247988,2,
6990,60293,168862,247658,2,
7000,60528,168212,247328,2,
7010,60763,167562,246998,1,7012
7020,60998,166912,246668,1,
7030,61233,166262,246338,1,
7040,61468,165612,246008,1,
7050,61703,164962,245678,1,
7060,61938,164312,245348,1,
7070,62173,163662,245018,1,
7080,62408,163012,244688,1,
7090,62643,162362,244358,1,
7100,62878,161712,244028,1,
7110,63113,161062,243698,1,
7120,63348,160412,243368,1,
7130,63583,159762,243038,1,
7140,63818,159112,242708,1,
7150,64053,158462,242378,1,
7160,64288,157812,242048,1,
7170,64523,157162,241718,1,
7180,64758,156512,241388,1,
7190,64993,155862,241058,1,
7200,65228,155212,240728,1,
7210,65463,154562,240398,1,
7220,65698,153912,240068,1,
7230,65933,153262,239738,1,
7240,66168,152612,239408,1,
7250,66403,151962,239078,1,
7260,66638,151312,238748,1,
7270,66873,150662,238418,1,
7280,67108,150012,238088,1,
7290,67343,149362,237758,1,
7300,67578,148712,237428,1,
7310,67813,148062,237098,1,
7320,68048,147412,236768,1,
7330,68283,146762,236438,1,
7340,68518,146112,236108,1,
7350,68753,145462,235778,1,
7360,68988,144812,235448,1,
7370,69223,144162,235118,1,
7380,69458,143512,234788,1,
7390,69693,142862,234458,1,
7400,69928,142212,234128,1,
7410,70163,141562,233798,1,
7420,70398,140912,233468,1,
7430,70633,140262,233138,1,
7440,70868,139612,232808,1,
7450,71103,138962,232478,1,
7460,71338,138312,232148,1,
7470,71573,137662,231818,1,
7480,71808,137012,231488,1,
7490,72043,136362,231158,1,
7500,72278,135712,230828,1,
7510,72513,135062,230498,1,
7520,72748,134412,230168,1,
7530,72983,133762,229838,1,
7540,73218,133112,229508,1,
7550,73453,132462,229178,1,
7560,73688,131812,228848,1,
7570,73923,131162,228518,1,
7580,74158,130512,228188,1,
7590,74393,129862,227858,1,
7600,74628,129212,227528,1,
7610,74863,128562,227198,1,
7620,75098,127912,226868,1,
7630,75333,127262,226538,1,
7640,75568,126612,226208,1,
7650,75803,125962,225878,1,
7660,76038,125312,225548,1,
7670,76273,124662,225218,1,
7680,76508,124012,224888,1,
7690,76743,123362,224558,1,
7700,76978,122712,224228,1,
7710,77213,122062,223898,1,
7720,77448,121412,223568,1,
7730,77683,120762,223238,1,
7740,77918,120112,222908,1,
7750,78153,119462,222578,1,
7760,78388,118812,222248,1,
7770,78623,118162,221918,1,
7780,78858,117512,221588,1,
7790,79093,116862,221258,1,
7800,79328,116212,220928,1,
7810,79563,115562,220598,1,
7820,79798,114912,220268,1,
7830,80033,114262,219938,1,
7840,80268,113612,219608,1,
7850,80503,112962,219278,1,
7860,80738,112312,218948,1,
7870,80973,111662,218618,1,
7880,81208,111012,218288,1,
7890,81443,110362,217958,1,
7900,81678,109712,217628,1,
7910,81913,109062,217298,1,
7920,82148,108412,216968,1,
7930,82383,107762,216638,1,
7940,82618,107112,216308,1,
7950,83115,105911,215663,1,
7960,82860,106636,215705,1,
7970,82605,107361,215747,1,
7980,82350,108086,215789,1,
7990,82095,108811,215831,1,
8000,81840,109536,215873,1,
8010,81585,110261,215915,1,
8020,81330,110986,215957,1,
8030,81075,111711,215999,1,
8040,80820,112436,216041,1,
8050,80565,113161,216083,1,
8060,80310,113886,216125,1,
8070,80055,114611,216167,1,
8080,79800,115336,216209,1,
8090,79545,116061,216251,1,
8100,79290,116786,216293,1,
8110,79035,117511,216335,1,
8120,78780,118236,216377,1,
8130,78525,118961,216419,1,
8140,78270,119686,216461,1,
8150,78015,120411,216503,1,
8160,77760,121136,216545,1,
8170,77505,121861,216587,1,
8180,77250,122586,216629,1,
8190,76995,123311,216671,1,
8200,76740,124036,216713,1,
8210,76485,124761,216755,1,
8220,76230,125486,216797,1,
8230,75975,126211,216839,1,
8240,75720,126936,216881,1,
8250,75465,127661,216923,1,
8260,75210,128386,216965,1,
8270,74955,129111,217007,1,
8280,74700,129836,217049,1,
8290,74445,130561,217091,1,
8300,74190,131286,217133,1,
8310,73935,132011,217175,1,
8320,73680,132736,217217,1,
8330,73425,133461,217259,1,
8340,73170,134186,217301,1,
8350,72915,134911,217343,1,
8360,72660,135636,217385,1,
8370,72405,136361,217427,1,
8380,72150,137086,217469,1,
8390,71895,137811,217511,1,
8400,71640,138536,217553,1,
8410,71385,139261,217595,1,
8420,71130,139986,217637,1,
8430,70875,140711,217679,1,
8440,70620,141436,217721,1,
8450,70365,142161,217763,1,
8460,70110,142886,217805,1,
8470,69855,143611,217847,1,
8480,69600,144336,217889,1,
8490,69345,145061,217931,1,
8500,69090,145786,217973,1,
8510,68835,146511,218015,1,
8520,68580,147236,218057,1,
8530,68325,147961,218099,1,
8540,68070,148686,218141,1,
8550,67815,149411,218183,1,
8560,67560,150136,218225,1,
8570,67305,150861,218267,1,
8580,67050,151586,218309,1,
8590,66795,152311,218351,1,
8600,66540,153036,218393,1,
8610,66285,153761,218435,1,
8620,66030,154486,218477,1,
8630,65775,155211,218519,1,
8640,65520,155936,218561,1,
8650,65265,156661,218603,1,
8660,65010,157386,218645,1,
8670,64755,158111,218687,1,
8680,64500,158836,218729,1,
8690,64245,159561,218771,1,
8700,63990,160286,218813,1,
8710,63735,161011,218855,1,
8720,63480,161736,218897,1,
8730,63225,162461,218939,1,
8740,62970,163186,218981,1,
8750,62715,163911,219023,1,
8760,62460,164636,219065,1,
8770,62205,165361,219107,1,
8780,61950,166086,219149,1,
8790,61695,166811,219191,1,
8800,61440,167536,219233,1,
8810,61185,168261,219275,1,
8820,60930,168986,219317,1,
8830,60675,169711,219359,1,
8840,60420,170436,219401,1,
8850,60165,171161,219443,1,
8860,59910,171886,219485,1,
8870,59655,172611,219527,1,
8880,59400,173336,219569,1,
8890,59145,174061,219611,1,
8900,58890,174786,219653,1,
8910,58635,175511,219695,1,
8920,58380,176236,219737,1,
8930,58125,176961,219779,1,
8940,57615,178499,219928,1,
8950,57566,178122,220200,1,
8960,57517,177745,220472,1,
8970,57468,177368,220744,1,
8980,57419,176991,221016,1,
8990,57370,176614,221288,1,
9000,57321,176237,221560,1,
9010,57272,175860,221832,1,
9020,57223,175483,222104,1,
9030,57174,175106,222376,1,
9040,57125,174729,222648,1,
9050,57076,174352,222920,1,
9060,57027,173975,223192,1,
9070,56978,173598,223464,1,
9080,56929,173221,223736,1,
9090,56880,172844,224008,1,
9100,56831,172467,224280,1,
9110,56782,172090,224552,1,
9120,56733,171713,224824,1,
9130,56684,171336,225096,1,
9140,56635,170959,225368,1,
9150,56586,170582,225640,1,
9160,56537,170205,225912,1,
9170,56488,169828,226184,1,
9180,56439,169451,226456,1,
9190,56390,169074,226728,1,
9200,56341,168697,227000,1,
9210,56292,168320,227272,1,
9220,56243,167943,227544,1,
9230,56194,167566,227816,1,
9240,56145,167189,228088,1,
9250,56096,166812,228360,1,
9260,56047,166435,228632,1,
9270,55998,166058,228904,1,
9280,55949,165681,229176,1,
9290,55900,165304,229448,1,
9300,55851,164927,229720,1,
9310,55802,164550,229992,1,
9320,55753,164173,230264,1,
9330,55704,163796,230536,1,
9340,55655,163419,230808,1,
9350,55606,163042,231080,1,
9360,55557,162665,231352,1,
9370,55508,162288,231624,1,
9380,55459,161911,231896,1,
