time_millisec,led21,led22,led23,label,time counter
1598,487965,540878,591362,1,
1612,488021,540432,591476,1,
1618,488077,539986,591590,1,
1631,488133,539540,591704,1,
1639,488189,539094,591818,1,
1653,488245,538648,591932,1,
1658,488301,538202,592046,1,
1671,488357,537756,592160,1,
1679,488413,537310,592274,1,
1694,488469,536864,592388,1,
1701,488525,536418,592502,1,
1712,488581,535972,592616,1,
1720,488637,535526,592730,1,
1733,488693,535080,592844,1,
1740,488749,534634,592958,1,
1753,488805,534188,593072,1,
1759,488861,533742,593186,1,
1772,488917,533296,593300,1,
1780,488973,532850,593414,1,
1792,489029,532404,593528,1,
1797,489085,531958,593642,1,
1813,489141,531512,593756,1,
1819,489197,531066,593870,1,
1833,489253,530620,593984,1,
1839,489309,530174,594098,1,
1854,489365,529728,594212,1,
1860,489421,529282,594326,1,
1873,489477,528836,594440,1,
1881,489533,528390,594554,1,
1892,489589,527944,594668,1,
1900,489645,527498,594782,1,
1914,489701,527052,594896,1,
1921,489757,526606,595010,1,
1933,489813,526160,595124,1,
1942,489869,525714,595238,1,
1962,489925,525268,595352,1,
1971,489981,524822,595466,1,
1981,490037,524376,595580,1,
1992,490093,523930,595694,1,
2003,490149,523484,595808,1,
2012,490287,522648,596085,1,
2019,490019,522800,596334,1,
2030,489751,522952,596583,1,
2041,489483,523104,596832,1,
2050,489215,523256,597081,1,
2059,488947,523408,597330,1,
2073,488679,523560,597579,1,
2081,488411,523712,597828,1,
2090,488143,523864,598077,1,
2101,487875,524016,598326,1,
2113,487607,524168,598575,1,
2122,487339,524320,598824,1,
2132,487071,524472,599073,1,
2141,486803,524624,599322,1,
2150,486535,524776,599571,1,
2162,486267,524928,599820,1,
2170,485999,525080,600069,1,
2184,485731,525232,600318,1,
2190,485463,525384,600567,1,
2202,485195,525536,600816,1,
2209,484927,525688,601065,1,
2223,484659,525840,601314,1,
2232,484391,525992,601563,1,
2242,484123,526144,601812,1,
2251,483855,526296,602061,1,
2261,483587,526448,602310,1,
2272,483319,526600,602559,1,
2281,483051,526752,602808,1,
2293,482783,526904,603057,1,
2302,482515,527056,603306,1,
2314,482247,527208,603555,1,
2323,481979,527360,603804,1,
2332,481711,527512,604053,1,
2342,481443,527664,604302,1,
2353,481175,527816,604551,1,
2362,480907,527968,604800,1,
2373,480639,528120,605049,1,
2382,480371,528272,605298,1,
2394,480103,528424,605547,1,
2404,479835,528576,605796,1,
2413,479567,528728,606045,1,
2423,479299,528880,606294,1,
2435,479031,529032,606543,1,
2444,478763,529184,606792,1,
2453,478495,529336,607041,1,
2463,478227,529488,607290,1,
2475,477959,529640,607539,1,
2492,477691,529792,607788,1,
2495,477423,529944,608037,1,
2513,477155,530096,608286,1,
2521,476887,530248,608535,1,
2535,476619,530400,608784,1,
2543,476351,530552,609033,1,
2554,476083,530704,609282,1,
2562,475815,530856,609531,1,
2574,475547,531008,609780,1,
2582,475279,531160,610029,1,
2593,475011,531312,610278,1,
2602,474743,531464,610527,1,
2614,474475,531616,610776,1,
2623,474207,531768,611025,1,
2633,473939,531920,611274,1,
2641,473671,532072,611523,1,
2654,473403,532224,611772,1,
2662,473135,532376,612021,1,
2671,472867,532528,612270,1,
2676,472599,532680,612519,1,
2692,472331,532832,612768,1,
2695,472063,532984,613017,1,
2704,471795,533136,613266,1,
2712,471527,533288,613515,1,
2723,471259,533440,613764,1,
2734,470991,533592,614013,1,
2744,470723,533744,614262,1,
2753,470455,533896,614511,1,
2761,470187,534048,614760,1,
2772,469919,534200,615009,1,
2783,469651,534352,615258,1,
2791,469383,534504,615507,1,
2800,469115,534656,615756,1,
2812,468847,534808,616005,1,
2822,468579,534960,616254,1,
2831,468311,535112,616503,1,
2841,468043,535264,616752,1,
2852,467775,535416,617001,1,
2860,467507,535568,617250,1,
2871,467239,535720,617499,1,
2882,466971,535872,617748,1,
2893,466703,536024,617997,1,
2904,466435,536176,618246,1,
2914,466167,536328,618495,1,
2924,465899,536480,618744,1,
2936,465631,536632,618993,1,
2944,465363,536784,619242,1,
2956,465095,536936,619491,1,
2966,464827,537088,619740,1,
2975,464559,537240,619989,1,
2985,464291,537392,620238,1,
2998,464023,537544,620487,1,
3012,463569,537877,621062,1,
3016,463399,538025,621032,1,
3033,463229,538173,621002,1,
3037,463059,538321,620972,1,
3052,462889,538469,620942,1,
3055,462719,538617,620912,1,
3071,462549,538765,620882,1,
3075,462379,538913,620852,1,
3085,462209,539061,620822,1,
3094,462039,539209,620792,1,
3105,461869,539357,620762,1,
3115,461699,539505,620732,1,
3126,461529,539653,620702,1,
3135,461359,539801,620672,1,
3145,461189,539949,620642,1,
3156,461019,540097,620612,1,
3166,460849,540245,620582,1,
3174,460679,540393,620552,1,
3185,460509,540541,620522,1,
3195,460339,540689,620492,1,
3205,460169,540837,620462,1,
3214,459999,540985,620432,1,
3223,459829,541133,620402,1,
3235,459659,541281,620372,1,
3245,459489,541429,620342,1,
3253,459319,541577,620312,1,
3263,459149,541725,620282,1,
3275,458979,541873,620252,1,
3285,458809,542021,620222,1,
3293,458639,542169,620192,1,
3300,458469,542317,620162,1,
3306,458299,542465,620132,1,
3317,458129,542613,620102,1,
3323,457959,542761,620072,1,
3332,457789,542909,620042,1,
3338,457619,543057,620012,1,
3352,457449,543205,619982,1,
3358,457279,543353,619952,1,
3375,457109,543501,619922,1,
3379,456939,543649,619892,1,
3393,456769,543797,619862,1,
3398,456599,543945,619832,1,
3415,456429,544093,619802,1,
3419,456259,544241,619772,1,
3433,456089,544389,619742,1,
3438,455919,544537,619712,1,
3455,455749,544685,619682,1,
3459,455579,544833,619652,1,
3474,455409,544981,619622,1,
3478,455239,545129,619592,1,
3495,455069,545277,619562,1,
3497,454899,545425,619532,1,
3514,454729,545573,619502,1,
3518,454559,545721,619472,1,
3535,454389,545869,619442,1,
3539,454219,546017,619412,1,
3554,454049,546165,619382,1,
3559,453879,546313,619352,1,
3574,453709,546461,619322,1,
3579,453539,546609,619292,1,
3593,453369,546757,619262,1,
3599,453199,546905,619232,1,
3614,453029,547053,619202,1,
3619,452859,547201,619172,1,
3634,452689,547349,619142,1,
3639,452519,547497,619112,1,
3654,452349,547645,619082,1,
3659,452179,547793,619052,1,
3674,452009,547941,619022,1,
3679,451839,548089,618992,1,
3695,451669,548237,618962,1,
3699,451499,548385,618932,1,
3715,451329,548533,618902,1,
3720,451159,548681,618872,1,
3734,450989,548829,618842,1,
3740,450819,548977,618812,1,
3754,450649,549125,618782,1,
3759,450479,549273,618752,1,
3774,450309,549421,618722,1,
3779,450139,549569,618692,1,
3796,449969,549717,618662,1,
3799,449799,549865,618632,1,
3815,449629,550013,618602,1,
3819,449459,550161,618572,1,
3835,449289,550309,618542,1,
3840,449119,550457,618512,1,
3855,448949,550605,618482,1,
3860,448779,550753,618452,1,
3876,448609,550901,618422,1,
3879,448439,551049,618392,1,
3894,448269,551197,618362,1,
3901,448099,551345,618332,1,
3915,447929,551493,618302,1,
3920,447759,551641,618272,1,
3935,447589,551789,618242,1,
3940,447419,551937,618212,1,
3955,447249,552085,618182,1,
3960,447079,552233,618152,1,
3974,446909,552381,618122,1,
3980,446587,552724,618075,1,
3995,447055,552550,618163,1,
4000,447523,552376,618251,1,
4014,447991,552202,618339,2,4015
4020,448459,552028,618427,2,
4035,448927,551854,618515,2,
4040,449395,551680,618603,2,
4055,449863,551506,618691,2,
4061,450331,551332,618779,2,
4075,450799,551158,618867,2,
4080,451267,550984,618955,2,
4095,451735,550810,619043,2,
4100,452203,550636,619131,2,
4116,452671,550462,619219,2,
4120,453139,550288,619307,2,
4135,453607,550114,619395,2,
4140,454075,549940,619483,2,
4156,454543,549766,619571,2,
4161,455011,549592,619659,2,
4175,455479,549418,619747,2,
4181,455947,549244,619835,2,
4196,456415,549070,619923,2,
4201,456883,548896,620011,2,
4216,457351,548722,620099,2,
4220,457819,548548,620187,2,
4236,458287,548374,620275,2,
4240,458755,548200,620363,2,
4256,459223,548026,620451,2,
4260,459691,547852,620539,2,
4276,460159,547678,620627,2,
4281,460627,547504,620715,2,
4296,461095,547330,620803,2,
4300,461563,547156,620891,2,
4316,462031,546982,620979,2,
4321,462499,546808,621067,2,
4336,462967,546634,621155,2,
4341,463435,546460,621243,2,
4355,463903,546286,621331,2,
4361,464371,546112,621419,2,
4375,464839,545938,621507,2,
4381,465307,545764,621595,2,
4396,465775,545590,621683,2,
4402,466243,545416,621771,2,
4416,466711,545242,621859,2,
4421,467179,545068,621947,2,
4437,467647,544894,622035,2,
4442,468115,544720,622123,2,
4456,468583,544546,622211,2,
4462,469051,544372,622299,2,
4476,469519,544198,622387,2,
4481,469987,544024,622475,2,
4497,470455,543850,622563,2,
4500,470923,543676,622651,2,
4517,471391,543502,622739,2,
4523,471859,543328,622827,2,
4537,472327,543154,622915,2,
4542,472795,542980,623003,2,
4557,473263,542806,623091,2,
4562,473731,542632,623179,2,
4577,474199,542458,623267,2,
4583,474667,542284,623355,2,
4597,475135,542110,623443,2,
4603,475603,541936,623531,2,
4616,476071,541762,623619,2,
4623,476539,541588,623707,2,
4637,477007,541414,623795,2,
4642,477475,541240,623883,2,
4658,477943,541066,623971,2,
4663,478411,540892,624059,2,
4678,478879,540718,624147,2,
4683,479347,540544,624235,2,
4697,479815,540370,624323,2,
4702,480283,540196,624411,2,
4718,480751,540022,624499,2,
4723,481219,539848,624587,2,
4737,481687,539674,624675,2,
4743,482155,539500,624763,2,
4758,482623,539326,624851,2,
4763,483091,539152,624939,2,
4778,483559,538978,625027,2,
4783,484027,538804,625115,2,
4798,484495,538630,625203,2,
4803,484963,538456,625291,2,
4817,485431,538282,625379,2,
4823,485899,538108,625467,2,
4838,486367,537934,625555,2,
4843,486835,537760,625643,2,
4857,487303,537586,625731,2,
4863,487771,537412,625819,2,
4878,488239,537238,625907,2,
4883,488707,537064,625995,2,
4897,489175,536890,626083,2,
4903,489643,536716,626171,2,
4917,490111,536542,626259,2,
4923,490579,536368,626347,2,
4937,491047,536194,626435,2,
4943,491515,536020,626523,2,
4958,491983,535846,626611,2,
4963,492451,535672,626699,2,
4977,493468,535391,626939,2,
4982,492932,535260,627164,2,
4997,492396,535129,627389,2,
5004,491860,534998,627614,2,
5017,491324,534867,627839,2,
5022,490788,534736,628064,2,
5038,490252,534605,628289,2,
5043,489716,534474,628514,2,
5059,489180,534343,628739,2,
5064,488644,534212,628964,2,
5077,488108,534081,629189,2,
5082,487572,533950,629414,2,
5099,487036,533819,629639,2,
5104,486500,533688,629864,2,
5117,485964,533557,630089,2,
5123,485428,533426,630314,2,
5139,484892,533295,630539,2,
5144,484356,533164,630764,2,
5158,483820,533033,630989,2,
5164,483284,532902,631214,2,
5179,482748,532771,631439,2,
5184,482212,532640,631664,2,
5198,481676,532509,631889,2,
5204,481140,532378,632114,2,
5219,480604,532247,632339,2,
5224,480068,532116,632564,2,
5238,479532,531985,632789,2,
5244,478996,531854,633014,2,
5258,478460,531723,633239,2,
5264,477924,531592,633464,2,
5278,477388,531461,633689,2,
5284,476852,531330,633914,2,
5298,476316,531199,634139,2,
5304,475780,531068,634364,2,
5318,475244,530937,634589,2,
5324,474708,530806,634814,2,
5339,474172,530675,635039,2,
5344,473636,530544,635264,2,
5357,473100,530413,635489,2,
5363,472564,530282,635714,2,
5379,472028,530151,635939,2,
5385,471492,530020,636164,2,
5398,470956,529889,636389,2,
5404,470420,529758,636614,2,
5419,469884,529627,636839,2,
5425,469348,529496,637064,2,
5438,468812,529365,637289,2,
5443,468276,529234,637514,2,
5459,467740,529103,637739,2,
5464,467204,528972,637964,2,
5478,466668,528841,638189,2,
5484,466132,528710,638414,2,
5498,465596,528579,638639,2,
5504,465060,528448,638864,2,
5520,464524,528317,639089,2,
5525,463988,528186,639314,2,
5538,463452,528055,639539,2,
5545,462916,527924,639764,2,
5560,462380,527793,639989,2,
5565,461844,527662,640214,2,
5579,461308,527531,640439,2,
5585,460772,527400,640664,2,
5600,460236,527269,640889,2,
5606,459700,527138,641114,2,
5619,459164,527007,641339,2,
5625,458628,526876,641564,2,
5640,458092,526745,641789,2,
5646,457556,526614,642014,2,
5659,457020,526483,642239,2,
5665,456484,526352,642464,2,
5680,455948,526221,642689,2,
5686,455412,526090,642914,2,
5699,454876,525959,643139,2,
5705,454340,525828,643364,2,
5720,453804,525697,643589,2,
5726,453268,525566,643814,2,
5739,452732,525435,644039,2,
5744,452196,525304,644264,2,
5760,451660,525173,644489,2,
5766,451124,525042,644714,2,
5779,450588,524911,644939,2,
5785,450052,524780,645164,2,
5800,449516,524649,645389,2,
5805,448980,524518,645614,2,
5819,448444,524387,645839,2,
5827,447908,524256,646064,2,
5840,447372,524125,646289,2,
5846,446836,523994,646514,2,
5859,446300,523863,646739,2,
5867,445764,523732,646964,2,
5879,445228,523601,647189,2,
5886,444692,523470,647414,2,
5899,444156,523339,647639,2,
5907,443620,523208,647864,2,
5920,443084,523077,648089,2,
5926,442548,522946,648314,2,
5941,442012,522815,648539,2,
5947,441476,522684,648764,2,
5960,440940,522553,648989,2,
5966,439896,522318,649526,2,
5981,440308,522119,649141,2,
5987,440720,521920,648756,2,
5999,441132,521721,648371,2,
6005,441544,521522,647986,2,
6020,441956,521323,647601,2,
6027,442368,521124,647216,2,
6039,442780,520925,646831,2,
6045,443192,520726,646446,2,
6060,443604,520527,646061,2,
6066,444016,520328,645676,2,
6080,444428,520129,645291,2,
6085,444840,519930,644906,2,
6100,445252,519731,644521,2,
6106,445664,519532,644136,2,
6120,446076,519333,643751,2,
6128,446488,519134,643366,2,
6140,446900,518935,642981,2,
6146,447312,518736,642596,2,
6160,447724,518537,642211,2,
6168,448136,518338,641826,2,
6180,448548,518139,641441,2,
6190,448960,517940,641056,2,
6200,449372,517741,640671,2,
6210,449784,517542,640286,2,
6220,450196,517343,639901,2,
6230,450608,517144,639516,2,
6240,451020,516945,639131,2,
6250,451432,516746,638746,2,
6260,451844,516547,638361,2,
6270,452256,516348,637976,2,
6280,452668,516149,637591,2,
6290,453080,515950,637206,2,
6300,453492,515751,636821,2,
6310,453904,515552,636436,2,
6320,454316,515353,636051,2,
6330,454728,515154,635666,2,
6340,455140,514955,635281,2,
6350,455552,514756,634896,2,
6360,455964,514557,634511,2,
6370,456376,514358,634126,2,
6380,456788,514159,633741,2,
6390,457200,513960,633356,2,
6400,457612,513761,632971,2,
6410,458024,513562,632586,2,
6420,458436,513363,632201,2,
6430,458848,513164,631816,2,
6440,459260,512965,631431,2,
6450,459672,512766,631046,2,
6460,460084,512567,630661,2,
6470,460496,512368,630276,2,
6480,460908,512169,629891,2,
6490,461320,511970,629506,2,
6500,461732,511771,629121,2,
6510,462144,511572,628736,2,
6520,462556,511373,628351,2,
6530,462968,511174,627966,2,
6540,463380,510975,627581,2,
6550,463792,510776,627196,2,
6560,464204,510577,626811,2,
6570,464616,510378,626426,2,
6580,465028,510179,626041,2,
6590,465440,509980,625656,2,
6600,465852,509781,625271,2,
6610,466264,509582,624886,2,
6620,466676,509383,624501,2,
6630,467088,509184,624116,2,
6640,467500,508985,623731,2,
6650,467912,508786,623346,2,
6660,468324,508587,622961,2,
6670,468736,508388,622576,2,
6680,469148,508189,622191,2,
6690,469560,507990,621806,2,
6700,469972,507791,621421,2,
6710,470384,507592,621036,2,
6720,470796,507393,620651,2,
6730,471208,507194,620266,2,
6740,471620,506995,619881,2,
6750,472032,506796,619496,2,
6760,472444,506597,619111,2,
6770,472856,506398,618726,2,
6780,473268,506199,618341,2,
6790,473680,506000,617956,2,
6800,474092,505801,617571,2,
6810,474504,505602,617186,2,
6820,474916,505403,616801,2,
6830,475328,505204,616416,2,
6840,475740,505005,616031,2,
6850,476152,504806,615646,2,
6860,476564,504607,615261,2,
6870,476976,504408,614876,2,
6880,477388,504209,614491,2,
6890,477800,504010,614106,2,
6900,478212,503811,613721,2,
6910,478624,503612,613336,2,
6920,479036,503413,612951,2,
6930,479448,503214,612566,2,
6940,479860,503015,612181,2,
6950,480272,502816,611796,2,
6960,481103,502424,611119,2,
6970,480707,503145,611390,2,
6980,480311,503866,611661,2,
6990,479915,504587,611932,2,
7000,479519,505308,612203,2,
7010,479123,506029,612474,1,7012
7020,478727,506750,612745,1,
7030,478331,507471,613016,1,
7040,477935,508192,613287,1,
7050,477539,508913,613558,1,
7060,477143,509634,613829,1,
7070,476747,510355,614100,1,
7080,476351,511076,614371,1,
7090,475955,511797,614642,1,
7100,475559,512518,614913,1,
7110,475163,513239,615184,1,
7120,474767,513960,615455,1,
7130,474371,514681,615726,1,
7140,473975,515402,615997,1,
7150,473579,516123,616268,1,
7160,473183,516844,616539,1,
7170,472787,517565,616810,1,
7180,472391,518286,617081,1,
7190,471995,519007,617352,1,
7200,471599,519728,617623,1,
7210,471203,520449,617894,1,
7220,470807,521170,618165,1,
7230,470411,521891,618436,1,
7240,470015,522612,618707,1,
7250,469619,523333,618978,1,
7260,469223,524054,619249,1,
7270,468827,524775,619520,1,
7280,468431,525496,619791,1,
7290,468035,526217,620062,1,
7300,467639,526938,620333,1,
7310,467243,527659,620604,1,
7320,466847,528380,620875,1,
7330,466451,529101,621146,1,
7340,466055,529822,621417,1,
7350,465659,530543,621688,1,
7360,465263,531264,621959,1,
7370,464867,531985,622230,1,
7380,464471,532706,622501,1,
7390,464075,533427,622772,1,
7400,463679,534148,623043,1,
7410,463283,534869,623314,1,
7420,462887,535590,623585,1,
7430,462491,536311,623856,1,
7440,462095,537032,624127,1,
7450,461699,537753,624398,1,
7460,461303,538474,624669,1,
7470,460907,539195,624940,1,
7480,460511,539916,625211,1,
7490,460115,540637,625482,1,
7500,459719,541358,625753,1,
7510,459323,542079,626024,1,
7520,458927,542800,626295,1,
7530,458531,543521,626566,1,
7540,458135,544242,626837,1,
7550,457739,544963,627108,1,
7560,457343,545684,627379,1,
7570,456947,546405,627650,1,
7580,456551,547126,627921,1,
7590,456155,547847,628192,1,
7600,455759,548568,628463,1,
7610,455363,549289,628734,1,
7620,454967,550010,629005,1,
7630,454571,550731,629276,1,
7640,454175,551452,629547,1,
7650,453779,552173,629818,1,
7660,453383,552894,630089,1,
7670,452987,553615,630360,1,
7680,452591,554336,630631,1,
7690,452195,555057,630902,1,
7700,451799,555778,631173,1,
7710,451403,556499,631444,1,
7720,451007,557220,631715,1,
7730,450611,557941,631986,1,
7740,450215,558662,632257,1,
7750,449819,559383,632528,1,
7760,449423,560104,632799,1,
7770,449027,560825,633070,1,
7780,448631,561546,633341,1,
7790,448235,562267,633612,1,
7800,447839,562988,633883,1,
7810,447443,563709,634154,1,
7820,447047,564430,634425,1,
7830,446651,565151,634696,1,
7840,446255,565872,634967,1,
7850,445859,566593,635238,1,
7860,445463,567314,635509,1,
7870,445067,568035,635780,1,
7880,444671,568756,636051,1,
7890,444275,569477,636322,1,
7900,443879,570198,636593,1,
7910,443483,570919,636864,1,
7920,443087,571640,637135,1,
7930,442691,572361,637406,1,
7940,442295,573082,637677,1,
7950,441534,574601,638307,1,
7960,441444,574528,637960,1,
7970,441354,574455,637613,1,
7980,441264,574382,637266,1,
7990,441174,574309,636919,1,
8000,441084,574236,636572,1,
8010,440994,574163,636225,1,
8020,440904,574090,635878,1,
8030,440814,574017,635531,1,
8040,440724,573944,635184,1,
8050,440634,573871,634837,1,
8060,440544,573798,634490,1,
8070,440454,573725,634143,1,
8080,440364,573652,633796,1,
8090,440274,573579,633449,1,
8100,440184,573506,633102,1,
8110,440094,573433,632755,1,
8120,440004,573360,632408,1,
8130,439914,573287,632061,1,
8140,439824,573214,631714,1,
8150,439734,573141,631367,1,
8160,439644,573068,631020,1,
8170,439554,572995,630673,1,
8180,439464,572922,630326,1,
8190,439374,572849,629979,1,
8200,439284,572776,629632,1,
8210,439194,572703,629285,1,
8220,439104,572630,628938,1,
8230,439014,572557,628591,1,
8240,438924,572484,628244,1,
8250,438834,572411,627897,1,
8260,438744,572338,627550,1,
8270,438654,572265,627203,1,
8280,438564,572192,626856,1,
8290,438474,572119,626509,1,
8300,438384,572046,626162,1,
8310,438294,571973,625815,1,
8320,438204,571900,625468,1,
8330,438114,571827,625121,1,
8340,438024,571754,624774,1,
8350,437934,571681,624427,1,
8360,437844,571608,624080,1,
8370,437754,571535,623733,1,
8380,437664,571462,623386,1,
8390,437574,571389,623039,1,
8400,437484,571316,622692,1,
8410,437394,571243,622345,1,
8420,437304,571170,621998,1,
8430,437214,571097,621651,1,
8440,437124,571024,621304,1,
8450,437034,570951,620957,1,
8460,436944,570878,620610,1,
8470,436854,570805,620263,1,
8480,436764,570732,619916,1,
8490,436674,570659,619569,1,
8500,436584,570586,619222,1,
8510,436494,570513,618875,1,
8520,436404,570440,618528,1,
8530,436314,570367,618181,1,
8540,436224,570294,617834,1,
8550,436134,570221,617487,1,
8560,436044,570148,617140,1,
8570,435954,570075,616793,1,
8580,435864,570002,616446,1,
8590,435774,569929,616099,1,
8600,435684,569856,615752,1,
8610,435594,569783,615405,1,
8620,435504,569710,615058,1,
8630,435414,569637,614711,1,
8640,435324,569564,614364,1,
8650,435234,569491,614017,1,
8660,435144,569418,613670,1,
8670,435054,569345,613323,1,
8680,434964,569272,612976,1,
8690,434874,569199,612629,1,
8700,434784,569126,612282,1,
8710,434694,569053,611935,1,
8720,434604,568980,611588,1,
8730,434514,568907,611241,1,
8740,434424,568834,610894,1,
8750,434334,568761,610547,1,
8760,434244,568688,610200,1,
8770,434154,568615,609853,1,
8780,434064,568542,609506,1,
8790,433974,568469,609159,1,
8800,433884,568396,608812,1,
8810,433794,568323,608465,1,
8820,433704,568250,608118,1,
8830,433614,568177,607771,1,
8840,433524,568104,607424,1,
8850,433434,568031,607077,1,
8860,433344,567958,606730,1,
8870,433254,567885,606383,1,
8880,433164,567812,606036,1,
8890,433074,567739,605689,1,
8900,432984,567666,605342,1,
8910,432894,567593,604995,1,
8920,432804,567520,604648,1,
8930,432714,567447,604301,1,
8940,432627,567336,603702,1,
8950,433074,566897,603559,1,
8960,433521,566458,603416,1,
8970,433968,566019,603273,1,
8980,434415,565580,603130,1,
8990,434862,565141,602987,1,
9000,435309,564702,602844,1,
9010,435756,564263,602701,1,
9020,436203,563824,602558,1,
9030,436650,563385,602415,1,
9040,437097,562946,602272,1,
9050,437544,562507,602129,1,
9060,437991,562068,601986,1,
9070,438438,561629,601843,1,
9080,438885,561190,601700,1,
9090,439332,560751,601557,1,
9100,439779,560312,601414,1,
9110,440226,559873,601271,1,
9120,440673,559434,601128,1,
9130,441120,558995,600985,1,
9140,441567,558556,600842,1,
9150,442014,558117,600699,1,
9160,442461,557678,600556,1,
9170,442908,557239,600413,1,
9180,443355,556800,600270,1,
9190,443802,556361,600127,1,
9200,444249,555922,599984,1,
9210,444696,555483,599841,1,
9220,445143,555044,599698,1,
9230,445590,554605,599555,1,
9240,446037,554166,599412,1,
9250,446484,553727,599269,1,
9260,446931,553288,599126,1,
9270,447378,552849,598983,1,
9280,447825,552410,598840,1,
9290,448272,551971,598697,1,
9300,448719,551532,598554,1,
9310,449166,551093,598411,1,
9320,449613,550654,598268,1,
9330,450060,550215,598125,1,
9340,450507,549776,597982,1,
9350,450954,549337,597839,1,
9360,451401,548898,597696,1,
9370,451848,548459,597553,1,
9380,452295,548020,597410,1,
